m_base,omega_base,amp_combined_max,ratio_h1,amp_h1_max,ratio_h2,amp_h2_max,ratio_h3,amp_h3_max,dominant_harmonic,dominant_ratio,dominant_amp_max
0.4899999999999998,0.6157521601035992,1.5297736856789836,0.4899999999999998,0.19466367730135833,0.9799999999999996,1.368393413903252,1.4699999999999993,0.03212677154322817,2,0.9799999999999996,1.368393413903252
0.4999999999999998,0.6283185307179583,2.7559148898198673,0.4999999999999997,0.2169701000495122,0.9999999999999994,2.6954733588388184,1.4999999999999993,0.029667033689051582,2,0.9999999999999994,2.6954733588388184
0.5099999999999998,0.6408849013323176,1.3955413151505025,0.5099999999999998,0.20725915100258785,1.0199999999999996,1.339502871822922,1.5299999999999996,0.027593103191338304,2,1.0199999999999996,1.339502871822922
0.5199999999999998,0.6534512719466767,0.8078161116961107,0.5199999999999998,0.21918284123617712,1.0399999999999996,0.7734019827571064,1.5599999999999994,0.02626576914570649,2,1.0399999999999996,0.7734019827571064
0.5299999999999998,0.6660176425610359,0.5367503493527581,0.5299999999999998,0.21637084420480157,1.0599999999999996,0.485439387221495,1.5899999999999994,0.02445206046653471,2,1.0599999999999996,0.485439387221495
0.5399999999999998,0.6785840131753951,0.40504226107152447,0.5399999999999998,0.22454362924245846,1.0799999999999996,0.352820717479933,1.6199999999999997,0.02311890695746728,2,1.0799999999999996,0.352820717479933
0.5499999999999998,0.6911503837897542,0.33914569040586284,0.5499999999999998,0.23666025660575601,1.0999999999999996,0.2920384971602073,1.6499999999999995,0.021963001847345665,2,1.0999999999999996,0.2920384971602073
0.5599999999999998,0.7037167544041134,0.2922816668517862,0.5599999999999998,0.23283481232913267,1.1199999999999997,0.24863465402703191,1.6799999999999995,0.020692601165069702,2,1.1199999999999997,0.24863465402703191
0.5699999999999997,0.7162831250184725,0.26505433541369056,0.5699999999999997,0.24131604623478034,1.1399999999999995,0.21589209311447927,1.7099999999999989,0.01997187016951643,1,0.5699999999999997,0.24131604623478034
0.5799999999999997,0.7288494956328316,0.2572361714535097,0.5799999999999997,0.23974272836268914,1.1599999999999995,0.17610570946962115,1.739999999999999,0.01934923898862083,1,0.5799999999999997,0.23974272836268914
0.5899999999999997,0.7414158662471908,0.26139397166557854,0.5899999999999997,0.24903628450007645,1.1799999999999995,0.1580099902353066,1.7699999999999991,0.017835873121663678,1,0.5899999999999997,0.24903628450007645
0.5999999999999998,0.7539822368615501,0.2504600952003535,0.5999999999999998,0.24355600702523716,1.1999999999999995,0.14388722907282364,1.7999999999999994,0.017492044229456643,1,0.5999999999999998,0.24355600702523716
0.6099999999999998,0.7665486074759092,0.25740979021811766,0.6099999999999998,0.2589670628689642,1.2199999999999995,0.13086296503391132,1.8299999999999992,0.016760997633289608,1,0.6099999999999998,0.2589670628689642
0.6199999999999998,0.7791149780902684,0.26420404968739364,0.6199999999999998,0.25280467828772213,1.2399999999999995,0.12070391267924781,1.8599999999999994,0.015689652706350084,1,0.6199999999999998,0.25280467828772213
0.6299999999999998,0.7916813487046276,0.26442246199276936,0.6299999999999998,0.26465733098171657,1.2599999999999996,0.10627437872172235,1.8899999999999995,0.015433841700656203,1,0.6299999999999998,0.26465733098171657
0.6399999999999997,0.8042477193189866,0.2649378730116798,0.6399999999999997,0.27126206782918827,1.2799999999999994,0.0991915466171963,1.919999999999999,0.014331572029824336,1,0.6399999999999997,0.27126206782918827
0.6499999999999997,0.8168140899333458,0.2872902376581053,0.6499999999999997,0.2864985687476285,1.2999999999999994,0.09210892407588259,1.9499999999999988,0.01384522015713621,1,0.6499999999999997,0.2864985687476285
0.6599999999999997,0.829380460547705,0.2710922194958911,0.6599999999999997,0.27733517392873586,1.3199999999999994,0.08683195683638438,1.979999999999999,0.013687398385467377,1,0.6599999999999997,0.27733517392873586
0.6699999999999997,0.8419468311620641,0.2622620374781542,0.6699999999999997,0.2984967384810954,1.3399999999999994,0.08041364345681995,2.009999999999999,0.012103532278133846,1,0.6699999999999997,0.2984967384810954
0.6799999999999997,0.8545132017764234,0.30390379263079187,0.6799999999999997,0.3016387792516374,1.3599999999999994,0.07453878884272062,2.039999999999999,0.012705565775990066,1,0.6799999999999997,0.3016387792516374
0.6899999999999997,0.8670795723907826,0.2928034962724252,0.6899999999999997,0.3012767423647005,1.3799999999999994,0.06972961405971805,2.0699999999999994,0.012218882472529495,1,0.6899999999999997,0.3012767423647005
0.6999999999999997,0.8796459430051418,0.30843440442794556,0.6999999999999997,0.316612761742625,1.3999999999999995,0.06504120348616689,2.0999999999999996,0.011488362354299828,1,0.6999999999999997,0.316612761742625
0.7099999999999997,0.8922123136195009,0.3249616696209899,0.7099999999999997,0.326057222492898,1.4199999999999995,0.06225834672002487,2.1299999999999994,0.01162606407033033,1,0.7099999999999997,0.326057222492898
0.7199999999999998,0.9047786842338601,0.3218214171044402,0.7199999999999998,0.33317100796169724,1.4399999999999995,0.058987927456276554,2.1599999999999993,0.010956580254434458,1,0.7199999999999998,0.33317100796169724
0.7299999999999996,0.9173450548482192,0.3419287884971204,0.7299999999999996,0.3404996753629831,1.4599999999999993,0.056257685154885224,2.1899999999999986,0.010587655546416296,1,0.7299999999999996,0.3404996753629831
0.7399999999999997,0.9299114254625783,0.33878463035120554,0.7399999999999997,0.34950512081778584,1.4799999999999993,0.05380589472844109,2.219999999999999,0.0104830394266828,1,0.7399999999999997,0.34950512081778584
0.7499999999999997,0.9424777960769375,0.3769891625671615,0.7499999999999997,0.3789293518817231,1.4999999999999993,0.05160106525603993,2.249999999999999,0.00987506819580829,1,0.7499999999999997,0.3789293518817231
